id,name
281,Mantinea
282,Megale polis
282,Megalopolis
283,Methydrion
284,Nestane
285,Nonakris
286,Orchemenos
287,Oresthasion
288,Paion
289,Pallantion
290,Phara
291,Pheneos
292,Phigaleia
293,Phorieia
294,Psophis
295,Pylai
296,Stymphalos
296,Stymphalos
296,Stymphalus
297,Tegea
297,Tegea
298,Teuthis
299,Thaliades
300,Thelphousa
301,Thisoa
302,Torthyneion
303,Trapezous
304,Epeion
305,Epitalion
306,Lepreon
307,Makiston
308,Noudion
309,Phrixa
310,Pyrgos
311,Skillous
312,Aithaia
313,Asine
314,Aulon
315,Kardamyle
316,Korone
317,Kyparissos
318,Messene
318,Messene/Ithome
318,Messenia
319,Mothone
320,Pharai
321,Thalamai
322,Thouria
323,Aigys
324,Anthana
325,Aphroditia/Aphrodisias
326,Belbina
327,Boia
328,Chen
329,Epidauros
329,Epidaurum
330,Etis
331,Eua
332,Geronthrai
333,Gytheion
334,Kromnos
335,Kyphanta
336,Cythera
336,Kythera
337,Las
338,Oinous
339,Oios
340,Oitylos/Beitylos
341,Pellana
342,Prasiai
343,Sellasia
344,Side
344,Side
345,Sparta
345,Sparta/Lakedaimon
346,Thyrea
347,Argos
348,Epidauros
349,Halieis
350,Hermion
351,Kleonai
352,Methana
353,Mykenai
354,Orneai
355,Phleious
356,Tiryns
357,Troezen
357,Troizen
358,Aigina
359,Belbina
360,Kalaureia
361,Athenai
361,Athens
361,Thoricus
362,Eleusis
362,Eleusis
363,Salamis
363,Salamis
364,Athenai Diades
365,Chalkis
366,Daikrioi en Euboia
367,Daikres apo Chalkideon
368,Dion
369,Dystos
370,Eretria
370,Eretria
371,Grynchai
372,Histiaia/Oreos
372,Oreus
373,Karystos
374,Orobiai
375,Peraia
376,Posideion
377,Styra
378,Alope
379,Alponos
380,Halai
381,Knemidess
381,Messene
382,Kynos
383,Larymna
384,Naryka
385,Nikaia
386,Opous
387,Skarpheia
388,Thronion
389,Akyphas/Pindos
390,Boion
391,Erineos
392,Kytinion
393,Amphanai
394,Argoussa
395,Atrax
396,Gomphoi
397,Gyrton/Gyrtone
398,Kierion
399,Kondaia
400,Krannon
401,Larisa
402,Methylion
403,Metropolis
404,Mopsion
405,Orthos
406,Oxynion
407,Pagasai
408,Peirasia
409,Pelinnaion
410,Phakion
411,Phaloria
412,Pharkadon
413,Pharsalos
414,Pherae
414,Pherai
415,Skotoussa
416,Thetonion
417,Trikka
418,Angeia
419,Ktimene
420,Hypata
421,Kapheleis
422,Korophaioi
423,Phyrrhagioi
424,Talana
425,Chen
426,Parasopioi
427,Anthele
428,Antikyre
429,Echinos
430,Herakleia
431,Lamia
432,Trachis
432,Trachis
433,Antron
434,Ekkarra
435,Halos
436,Kypaira
437,Larisa
438,Melitaia
439,Peuma
440,Phylake
441,Proerna
442,Pyrasos
443,Thaumakoi
444,Thebai
445,Amyros
446,Eureaioi
447,Eurymenai
448,Homolion
449,Iolkos
451,Kikynethos
452,Korakai
453,Meliboia
454,Methone
455,Olizon
456,Oxoniaioi
457,Rhizous
458,Spalauthra
459,Azoros
460,Chyretiai
460,Samothrace
461,Doliche
462,Ereikinion
463,Gonnos
464,Malloia
465,Mondaia
466,Mylai
467,Oloosson
468,Phalanna
469,Pythoion
470,Argethia
471,Aigiale
472,Arkesine
473,Minoa
474,Anaphe
475,Andros
476,Astypalaia
477,Chalke
478,Delos
478,Delos
479,Helene
480,Oine
481,Therma
482,Ikos
483,Imbros
484,Ios
485,Kalymna
486,Arkesseia
487,Brykous
488,Eteokarpathioi
489,Karpathos
490,Kasos
491,Ioulis
492,Karthaia
493,Koresia
494,Poiessa
495,Keria
496,Kimolos
497,Cos
497,Kos
498,Astypalaea
498,Astypalaia
499,Kos Meropis
500,Halasarna
501,Kythnos
502,Myrina
503,Hephaistia
504,Leros
505,Melos
505,Melos
506,Mykonos
507,Naxos
508,Nisyros
509,Paros
509,Paros
510,Panormos
511,Peparethos
511,Peparethos
512,Selenious
513,Pholegandros
514,Rheneia
515,Samothrake
516,Saros
517,Seriphos
518,Sikinos
519,Siphnos
520,Skiathos
521,Skyros
522,Syme
522,Syme (Simi)
523,Syros
523,Syros
525,Telos
525,Tenos
526,Thasos
526,Thasos
527,Thera
528,Aiane
529,Aigeai
530,Alebaia
531,Allante
532,Aloros
533,Beroia
534,Dion
535,Edessa
536,Europos
537,Herakleion
538,Ichnai
539,Kyrrhos
540,Leibethra
541,Methone
542,Mieza
543,Pella
543,Pella
544,Pydna
545,Apollonia
545,Apollonia
546,Arethousa
547,Bormiskos
548,Chalestre
549,Herakleia
550,Lete
551,Sindos
552,Therme
553,Amphipolis
553,Amphipolis
554,Argilos
555,Tra_lios
556,Aige
557,Aineia
558,Aioleion
559,Akanthos
560,Akrothooi
561,Alapta
562,Anthemous
563,Aphytis
564,Assera
565,Charadrous
566,Chedrolioi
567,Chytropolis
568,Dikaia
569,Dion
570,Eion
571,Galepsos
572,Gigonos
573,Haisa
574,Istasos
575,Kalindoia
576,Kamakai
577,Kampsa
578,Kissos
579,Kithas
580,Kleonai
581,Kombreia
582,Lipaxos
583,Mekyberna
584,Mende
584,Mende
585,Milkoros
586,Neapolis
587,Olophyxos
588,Olynthos
588,Olynthus
589,Osbaioi
590,Othoros
591,Pharbelos
592,Phegontioi
593,Piloros
594,Pistasos
595,Pleume
596,Polichnitai
597,Posideion
598,Poteidaia
599,Prassilos
600,Sane
601,Sane
602,Sarte
603,Serme
604,Sermylia
605,Singos
606,Sinos
607,Skabala
608,Skapsaioi
609,Skione
610,Skithai
611,Smila
612,Spartolos
613,Stagiros
614,Stolos
615,Strepsa
616,Therambos
617,Thestoros
618,Thyssos
619,Tinde
620,Torone
621,Tripoiai
622,Zereia
623,Aison
624,Brea
625,Kossaia
626,Okolon
627,Apollonia
628,Berga
629,Datos
630,Eion
631,Galepsos
632,Krenides
633,Myrkinos
634,Neapolis
635,Oisyme
636,Phagres
637,Philippoi
638,Pistyros
639,Sirra
640,Abdera
640,Abdera
641,Ainos
642,Bergepolis
643,Dikaia
644,Drys
645,Kypsela
646,Maronea
646,Maroneia
647,Mesambrie
648,Orthagoria
649,Sale
650,Stryme
651,Zone
652,Alexandropolis
653,Apros
654,Kabyle
655,Philoppopolis
656,Pistiros
657,Seuthopolis
658,Aigos potamoi
659,Alopekonnesos
660,Araplos
661,Chersonesos/Agora
662,Deris
663,Elaious
664,Ide
665,Kardia
666,Kressa
667,Krithote
668,Limnai
669,Madytos
670,Paion
671,Paktye
672,Sestos
673,Bisanthe
674,Byzantion
675,Daminon Teichos
676,Heraion/Heraion Teichos
677,Neapolis
678,Perinthos
678,Perinthus
679,Selymbria
680,Serrion Teichos
681,Tyrodize
682,Apollonia
683,Bizone
684,Dionysopolis
685,Istros
686,Callatis
686,Kallatis
687,Mesambria
688,Nikonion
689,Odessos
690,Borysthenes
690,Olbia/Borysthenes
691,Ophiousa
692,Orgame
693,Tomis
694,Tyras
695,Chersonesos
696,Gorgippeia
697,Hermonassa
698,Karkinitis
699,Kepoi
700,Kimmerikon
701,Kytaia
702,Labrys/Labryta
703,Myrmekeion
704,Nymphaion
705,Pantikapaion/Bosporos
706,Phanagoria
707,Theodosia
708,Tyritake
709,Dioskouris
710,Gyenos
711,Phasis
712,Amisos/Peiraieus
713,Becheirias
714,Choirades
715,Herakleia
716,Iasonia
717,Karambis
718,Karoussa
719,Kerasous
720,Kinolis
721,Koloussa
722,Kotyora
723,Kromna
724,Kytoros
725,Limne
726,Lykastos
727,Odeinios
728,Sesamos/Amastris
729,Sinope
729,sinope
730,Stameneia
731,Tetrakis
732,Themiskyra
733,Tieion
734,Trapezous
735,Artaiou Teichos
736,Artake
737,Astakos
738,Bysbikos
739,Darieion
740,Daskyleion
741,Didymon Teichos
742,Harpagion
743,Kalchedon
744,Kallipolis
745,Kios
746,Kolonai
747,Kyzikos
748,Lampsakos
749,Metropolis
750,Miletoupolis
751,Miletouteichos
752,Myrleia
753,Olbia
753,Olbia
754,Otlenoi
755,Paisos
756,Parion
757,Plakia
758,Priapos
759,Prokonnesos
760,Pythopolis
761,Skylake
762,Sombia
763,Tereia
764,Zeleia
765,Abydos
766,Achilleion (Troas)
767,Antandros
768,Arisbe
769,Assos
769,Assos
770,Astyra Mysia
771,Astyra Troika
772,Azeia
773,Birytis
774,Dardanos
775,Gargara
776,Gentionos
777,Gergis
778,Hamaxitos
779,Ilion
780,Kebren
781,Kokylion
782,Kolonai
783,Lamponeia
784,Larisa
785,Neandreia
786,Ophryneion
787,Palaiperkote
788,Perkote
789,Polichna
790,Rhoiteion
791,Sigeion
791,Sigeum
792,Skepsis
792,Skepsis
793,Tenedos
794,Antissa
794,Antissa
795,Arisba
796,Eresos
796,Eresus
797,Methymna
798,Mytilene
798,Mytilene
799,Pyrrha
800,Adramyttion
801,Aigai (ai)
802,Aigiroessa
803,Atarneus
803,Atarneus
804,Autokane
805,Boione
806,Chalkis
807,Elaia
808,Gambrion
809,Gryneion/Gryneia
810,Halisarna
811,Herakleia
811,Herclea
812,Iolla
813,Karene
814,Killa
815,Kisthene
816,Kyllene
817,Kyme
818,Larisa
819,Leukai
820,Magnesia
820,Magnesia
821,Melanpagos
822,Myrina
822,Myrina
823,Nasos
824,Neon Teichos
825,Notion
826,Palaigambrion
827,Parthenion
828,Pergamon
828,Pergamon
828,Pergamum
829,Perperene
830,Pitane
830,Pitane
831,Pordoselene
832,Temnos
833,Teuthrania
834,Thebe
835,Tisna
836,Achilleion (Ionia))
837,Airai
838,Anais
839,Boutheia
840,Chios
840,Chios
841,Chyton
842,Dios Hieron
843,Elaiousioi
844,Ephesos
844,Ephesus
845,Erythrai
846,Isinda
847,Klazomenai
848,Colophon
848,Kolophon
848,Kolophon
849,Korykos
850,Lebedos
851,Leukophrys
852,Magnesia
853,Marathesion
854,Miletos
854,Miletus
855,Myonnesos
856,Myous
857,Naulochon
858,Notion
859,Phokaia
860,Polichnitai
861,Priene
861,Priene
862,Pteleion
863,Pygela
864,Samos
864,Samos
865,Samos
866,Sidousa
867,Smyrna
867,Smyrna
868,Teos
868,Teos
869,Thebai
870,Alabanda
871,Alinda
872,Amos
873,Amynandeis
874,Amyzon
875,Arlissos
876,Armelitai
877,Aulai
878,Bargasa
879,Bargylia
880,Bolbai
881,Chalketor
882,Chersonesos
883,Chios
884,Erineis
885,Euromos
886,Halicarnassus
886,Halicarnasus
886,Halikarnassos
887,Hybliseis
888,Hydaieis
889,Hydisos
890,Hymisseis
891,Iasos
892,Idrias
893,Idyma
894,Kalynda
895,Karbasyanda
896,Karyanda
897,Kasolaba
898,Kaunos
899,Kedreai
900,Keramos
901,Killareis
902,Kindye
903,Knidos
904,Kodapeis
905,Koliyrgeis
906,Koranza
907,Krya
908,Kyllandos
909,Kyrbissos
910,Latmos/Herakleia
911,Lepsimandos
912,Medmasos
913,Mylasa
913,Mylasa
914,Myndos
915,Narisbareis
916,Naryandos
917,Naxia
918,Olaieis
919,Olymos
920,Ouranion
921,Parpariotai
922,Passanda
923,Pedasa
924,Peleiatai
925,Pidasa
926,Pladasa
927,Pyrindos
928,Pyrnos
929,Salmakis
930,Siloi
931,Syangela/Theangela
932,Talagreis
933,Taramptos
934,Tarbaneis
935,Telandros
936,Telemessos
937,Termera
938,Terssogasseis
939,Thasthareis
940,Thydonos
941,Tralleis
941,Tralles
942,Phaselis
942,Phaselis
943,Xanthos
943,Xanthus
944,Allaria
945,Anopolis
946,Apellonia
947,Aptara
948,Arkades
949,Aulon
950,Axos
951,Biannos
952,Bionnos
953,Chersonasos
954,Datala
955,Dragmos
956,Dreros
957,Eleutherae
957,Eleutherna
958,Elytnia
959,Elyros
960,Gortyn
960,Gortyns
961,Herakleion
962,Hierpytna
963,Hyrtakina
964,Istron
965,Itanos
966,Keraia
967,Cnossus
967,Knosos
968,Kydonia
969,Kytaion
970,Lappa
971,Lato
972,Lebena
973,Lisos
974,Lyktos
975,Malla
976,Matala
977,Milatos
978,Olous
979,Petra
980,Phaistos
981,Phalasarna
982,Polichne
983,Polyrhen
984,Praisos
985,Priansos
986,Rhaukos
987,Rhithymnos
988,Rhitten
989,Stalai
990,Sybrita
991,Tarrha
992,Tylisos
993,Brikindera
994,Diakrioi
995,Ialysos
995,Ialysus
996,Camirus
996,Kamiros
997,Lindos
997,Lindos
998,Oiai
999,Pedieis
1000,Rhodes
1000,Rhodos
1001,Aspendos
1002,Idyros
1003,Perge
1003,Perge
1004,Side
1005,Aphrodisias
1005,Aphrodisias
1006,Holmoi
1007,Issos
1008,Kelenderis
1009,Mallos
1009,Mallos
1010,Nagidos
1011,Soloi
1012,Amathous
1013,Idalion
1014,Karpasia
1015,Keryneia
1016,Kourion
1017,Lapethos
1018,Marion
1019,Paphos
1019,Paphos
1020,Salamis
1021,Soli
1021,Soloi
1021,Soloi
1022,Posideion
1023,Naukratis
1024,Oasis
1025,Barke
1026,Euhesperides
1027,Kinyps
1028,Kyrene
1029,Taucheira
1030,Astraiousioi
1031,Erodioi
1032,Eurymachitai
1033,Kystiros
1034,Lechoioi
1035,Phytaioi
2001,Achaea
2001,Achaea
2002,Actium
2003,Adramyttion
2003,Adramyttion
2004,Aegina
2004,Aegina
2005,Aeolia
2005,Aeolis
2005,Aeolis
2006,Aequum
2006,Aequum
2007,Aesernia
2008,Aetolia
2008,Aetolia
2009,Africa
2009,Africa
2010,Agyrium
2010,Agyrium
2011,Aixone
2011,Aixone
2012,Alabanda
2012,Alabanda
2013,Alba
2013,Alba
2014,Alexandria
2014,Alexandria
2015,America
2015,America
2016,Amiternum
2016,Amiternum
2017,Amorgos
2017,Amorgos
2018,Anagnia
2018,Anagnia
2019,Anatolia
2020,Antioch
2020,Antioch
2021,Antiocheia
2021,Antiocheia
2022,Antium
2022,Antium
2023,Apamea
2023,Apamea
2024,Aquileia
2024,Aquileia
2025,Aquitaine
2025,Aquitaine
2026,Aquitania
2026,Aquitania
2027,Arabia
2027,Arabia
2028,Arelate
2028,Arelate
2029,Aricia
2029,Aricia
2030,Ariminum
2030,Ariminum
2031,Arleate
2031,Arleate
2032,Armenia
2032,Armenia
2033,Arpinum
2033,Arpinum
2034,Arretium
2034,Arretium
2035,Arverni
2035,Arverni
2036,Ascalon
2036,Ascalon
2037,Asia
2038,Asia Minor
2038,Asia Minor
2039,Asisium
2039,Asissium
2039,Asissium
2040,Assur
2040,Assur
2041,Athamanes
2041,Athamanes
2042,Atina
2042,Atina
2043,Attaleaia
2043,Attaleaia
2044,Attica
2044,Attica
2044,Sphettus
2045,Augusta Taurinorum
2045,Augusta Taurinorum
2047,Augusta Treverorum
2047,Augusta Treverorum
2049,Babylon
2049,Babylonia
2049,Babylonia
2049,Byblos
2050,Bactria
2050,Bactria
2050,Bactria-Sogdiana
2050,Bactriana
2050,Graeco-Bactrian Kingdom
2051,Baetica
2051,Baetica
2052,Barcino
2052,Barcino
2053,Batavian Republic
2053,Batavian Republic
2054,Beneventum
2054,Beneventum
2056,Berytus
2056,Berytus
2057,Bithynia
2057,Bithynia
2058,Boeotia
2058,Boeotia
2059,Boian
2059,Boian
2060,Bononia
2060,Bononia
2061,Bordeaux
2061,Bordeaux
2062,Bosporus
2062,Bosporus
2063,Brescia
2063,Brescia
2064,Brigantia
2064,Brigantia
2065,Britain
2065,Britain
2066,Burdigala
2066,Burdigala
2067,Byzantium
2067,Byzantium
2068,Caesarea
2068,Caesarea
2069,Cales
2069,Cales
2070,Campania
2070,Campania
2071,Cannus
2071,Cannus
2072,Cappadocia
2072,Cappadocia
2073,Capreae
2073,Capreae
2074,Capua
2074,Capua
2075,Cardia
2075,Cardia
2076,Caria
2076,Caria
2077,Carrhae
2077,Carrhae
2078,Carthage
2078,Carthage
2079,Caryanda
2079,Caryanda
2080,Carystus
2080,Carystus
2081,Cassandreia
2081,Cassandreia
2083,Catana
2083,Catana
2084,Catuvellauni
2084,Catuvellauni
2085,Ceos
2085,Ceos
2086,Chaeronea
2086,Chaeronea
2087,Chalcedon
2087,Chalcedon
2088,Charax
2088,Charax
2089,Cibalae
2089,Cibalae
2090,Cilicia
2090,Cilicia
2091,Citium
2091,Citium
2092,Cius
2092,Cius
2093,Claros
2093,Claros
2094,Clazomenae
2094,Clazomenae
2095,Clusium
2095,Clusium
2096,Cnidus
2096,Cnidus
2097,Collina
2097,Collina
2098,Commagene
2098,Commagene
2099,Como
2099,Como
2100,Comum
2100,Comum
2101,Constantinople
2101,Constantinople
2103,Cordoba
2103,Cordoba
2104,Cottian Alps
2104,Cottian Alps
2105,Cremona
2105,Cremona
2106,Crete
2106,Crete
2107,Cumae
2107,Cumae
2108,Cures
2108,Cures
2109,Cydonia
2109,Cydonia
2110,Cyme
2110,Cyme
2111,Cynoscephalae
2111,Cynoscephalae
2113,Cypriot
2113,Cyprus
2113,Cyprus
2114,Cyrene
2114,Cyrene
2115,Cythnus
2115,Cythnus
2116,Cyzicus
2116,Cyzicus
2117,Dacia
2117,Dacia
2118,Dalmatia
2118,Dalmatia
2119,Damascus
2119,Damascus
2120,Danube
2120,Danube
2120,Danubian region
2120,modern Romania
2121,Durostorum
2121,Durostorum
2122,eastern empire
2122,eastern empire
2123,Coptus
2123,Egypt
2123,Egypt
2124,Eleutheropolis
2124,Eleutheropolis
2125,Eliberri
2125,Eliberri
2126,Emesa
2127,Epidaurus
2127,Epidaurus
2128,Epirus
2128,Epirus
2129,Etruria
2129,Etruria
2130,Etrusci
2130,Etrusci
2131,exile
2132,Faventia
2132,Faventia
2133,Flavia Neapolis
2133,Flavia Neapolis
2134,Forum Iulii
2134,Forum Iulii
2135,Gabii
2135,Gabii
2136,Gadara
2136,Gadara
2137,Gades
2137,Gades
2138,Galatia
2138,Galatia
2139,Gallaecia
2139,Gallaecia
2140,Gallic empire
2140,Gallic empire
2141,Gaul
2141,Gaul
2142,Gaza
2142,Gaza
2143,Gerasa
2143,Gerasa
2144,Gergovia
2146,Germania
2146,Germany
2146,Germany
2147,GÖtaland
2148,Gothia
2148,Gothia
2149,Greco-Bactrian Kingdom
2150,Hadrianotherae
2150,Hadrianotherae
2151,Hierapolis
2151,Hierapolis
2152,Hispania Tarraconensis
2152,Hispania Tarraconensis
2153,Iasus
2153,Iasus
2154,Icaria
2154,Icaria
2156,Illyria
2156,Illyria
2157,India
2157,India
2158,Indus Valley
2158,Indus Valley
2159,Insubria
2160,Interamina
2160,Interamina
2161,Ionia
2161,Ionia
2162,Iran
2162,Iran
2163,Italica
2163,Italica
2164,Italy
2164,Italy
2165,Iulis
2165,Iulis
2167,Jerusalem
2167,Jerusalem
2168,Judea
2168,Judea
2169,Kalasi
2169,Kalasi
2171,Laconia
2171,Laconia
2172,Lampsacus
2172,Lampsacus
2173,Lanuvium
2173,Lanuvium
2174,Laodicea
2174,Laodicea
2175,Laodicea-Lycus
2175,Laodicea-Lycus
2176,Larinum
2176,Larinum
2177,Lepcis Magna
2177,Lepcis Magna
2178,Lesbos
2178,Lesbos
2178,"Methymna, Lesbos"
2179,Leucas
2179,Leucas
2180,Libya
2180,Libya
2181,Liguria
2181,Liguria
2182,Limyra
2182,Limyra
2183,Locri
2183,Locri Epizephyriii
2183,Locri Epizephyriii
2184,Londinium
2184,Londinium
2185,Lower Germany
2186,Luceria
2186,Luceria
2187,Luciana
2187,Luciana
2188,Lugdunum
2188,Lugdunum
2189,Lusitania
2189,Lusitania
2190,Lycaonia
2190,Lycaonia
2191,Lycia
2191,Lycia
2192,Lydia
2192,Lydia
2193,Lyons
2194,Macedon
2194,Macedon
2194,Macedonia
2195,Madaurus
2196,Magnesia
2197,Mallus
2197,Mallus
2198,Mantinea
2200,Masaesyles (tribe)
2202,Mauretania
2202,Mauretania
2202,Mauritania
2203,Media Atropatene
2203,Media Atropatene
2205,Mediolanum
2205,Mediolanum
2207,Mesopotamia
2207,Mesopotamia
2208,Messapia
2208,Messapia
2209,Milan
2209,Milan
2210,Moesia
2211,Molossia
2211,Molossia
2213,N. Africa
2213,N. Africa
2215,Naissus
2215,Naissus
2216,Naples
2216,Naples
2217,Narbonensis
2217,Narbonensis
2218,Narni
2218,Narni
2219,Nassius
2219,Nassius
2220,Naucratis
2220,Naucratis
2221,Nazianzus
2221,Nazianzus
2222,Nemausus
2222,Nemausus
2223,Neocaesarea
2223,Neocaesarea
2224,Nicaea
2224,Nicaea
2225,Nicomedia
2225,Nicomedia
2226,Nisibis
2226,Nisibis
2227,Norcia
2227,Norcia
2228,Novaria
2228,Novaria
2230,Nuceria
2230,Nuceria
2231,Numantia
2232,Madaurus
2232,Masaesyles
2232,Numidia
2232,Numidia
2233,Nyssa
2233,Nyssa
2234,Oenoanda
2234,Oenoanda
2235,Olbiopolis
2235,Olbiopolis
2236,Opus
2236,Opus
2237,Ostia
2237,Ostia
2238,Padua
2238,Padua
2239,Palestine
2239,Palestine
2240,Palmyra
2240,Palmyra
2241,Panium
2241,Panium
2242,Pannonia
2242,Pannonia
2243,Paphlagonia
2243,Paphlagonia
2244,Parium
2244,Parium
2245,Parthia
2245,Parthia
2246,Patavium
2246,Patavium
2247,Pelusium
2247,Pelusium
2248,Pentapolis
2249,Persarmenia
2249,Persarmenia
2250,Persia
2250,Persia
2251,Philadelphia
2251,Philadelphia
2252,Philus
2252,Philus
2253,Phlius
2253,Phlius
2254,Phocis
2254,Phocis
2255,Phoenicia
2255,Phoenicia
2256,Phrygia
2256,Phrygia
2257,Phthia
2257,Phthia
2259,Picenum
2259,Picenum
2260,Plataea
2260,Plataea
2261,Poetovio
2261,Poetovio
2262,Poitiers
2263,Pompeii
2263,Pompeii
2264,Pontus
2264,Pontus
2265,Praeneste
2265,Praeneste
2266,Provence
2266,Provence
2267,Ravenna
2267,Ravenna
2268,Reate
2268,Reate
2269,Rhegium
2269,Rhegium
2270,Rhodiapolis
2270,Rhodiapolis
2271,Rome
2271,Rome
2272,Romulianum
2272,Romulianum
2273,S. Italy
2273,S. Italy
2274,Sabinium
2274,Sabinium
2275,Sabinum
2275,Sabinum
2276,Saguntum
2276,Saguntum
2277,Samnium
2277,Samnium
2278,Samosata
2278,Samosata
2279,Sardis
2279,Sardis
2280,Satricum
2281,Scarphea
2281,Scarphea
2282,Scepsis
2282,Scepsis
2283,Seleuceia
2283,Seleuceia
2284,Seleucid empire
2284,Seleucid empire
2285,Shahba
2286,Sicca Veneria
2286,Sicca Veneria
2287,Sicily
2287,Sicily
2288,Sicyon
2288,Sicyon
2289,Sidon
2289,Sidon
2290,Sirmium
2290,Sirmium
2291,Siscia
2292,Solonium
2292,Solonium
2293,Spain
2293,Spain
2294,Sphettus
2295,Stagira
2295,Stagira
2296,Stratonicea
2296,Stratonicea
2297,Stridon
2297,Stridon
2298,Sucro
2298,Sucro
2299,Suebi
2299,Suebi
2301,Suessa Aurunca
2301,Suessa Aurunca
2302,Sulmo
2302,Sulmo
2303,Sutrium
2303,Sutrium
2304,Syria
2304,Syria
2305,Syros
2307,Tarentum
2307,Tarentum
2308,Tarsus
2308,Tarsus
2309,Tauresium
2309,Tauresium
2310,Teate Marrucinorum
2310,Teate Marrucinorum
2311,Termae
2312,Thaenae
2312,Thaenae
2313,Thagaste
2313,Thagaste
2314,Thebes
2314,Thebes
2315,Thessalonica
2315,Thessalonica
2316,Thessaly
2316,Thessaly
2317,Thibilis
2317,Thibilis
2318,Thrace
2318,Thrace
2319,Thurii
2319,Thurii
2320,Tiberias
2320,Tiberias
2321,Tibur
2321,Tibur
2322,Tingentera
2322,Tingentera
2323,Tolosa
2323,Tolosa
